ESC signal (Âµs),Thrust (kgf),Thrust (N),Norm RPM^2,RPM,Voltage (V),Current (A)
1528,28.05856222,274.97,53.96,2939,96.32,41.62
1530,28.05856222,274.97,53.96,2939,96.32,41.62
1532,28.05856222,274.97,53.96,2939,96.32,41.62
1534,28.40330582,278.35,54.62,2957,96.18,43.24
1536,28.40330582,278.35,54.62,2957,96.18,43.24
1538,28.40330582,278.35,54.62,2957,96.18,43.24
1540,29.1185559,285.36,56.00,2994,96.02,44.83
1542,29.1185559,285.36,56.00,2994,96.02,44.83
1544,29.88209633,292.84,57.47,3033,95.84,46.66
1546,29.88209633,292.84,57.47,3033,95.84,46.66
1548,29.88209633,292.84,57.47,3033,95.84,46.66
1550,30.65551832,300.42,58.95,3072,95.64,48.72
1552,30.65551832,300.42,58.95,3072,95.64,48.72
1554,31.45903652,308.30,60.50,3112,95.47,50.17
1556,31.45903652,308.30,60.50,3112,95.47,50.17
1558,31.45903652,308.30,60.50,3112,95.47,50.17
1560,31.45903652,308.30,60.50,3112,95.32,51.52
1562,31.45903652,308.30,60.50,3112,95.32,51.52
1564,31.45903652,308.30,60.50,3112,95.32,51.52
1566,31.86469366,312.27,61.28,3132,95.49,52.4
1568,31.86469366,312.27,61.28,3132,95.49,52.4
1570,32.29343052,316.48,62.10,3153,95.13,53.18
1572,32.29343052,316.48,62.10,3153,95.13,53.18
1574,32.29343052,316.48,62.10,3153,95.13,53.18
1578,33.15949943,324.96,63.77,3195,95.05,53.91
1580,33.15949943,324.96,63.77,3195,95.05,53.91
1580,33.15949943,324.96,63.77,3195,95.05,53.91
1582,33.15949943,324.96,63.77,3195,94.94,54.74
1584,33.15949943,324.96,63.77,3195,94.94,54.74
1586,33.61772828,329.45,64.65,3217,94.84,55.5
1590,33.61772828,329.45,64.65,3217,94.84,55.5
1592,33.61772828,329.45,64.65,3217,94.84,55.5
1594,35.503563,347.93,68.28,3306,94.48,60.34
1596,35.503563,347.93,68.28,3306,94.48,60.34
1598,36.02091229,353.00,69.27,3330,94.29,62.79
1600,36.02091229,353.00,69.27,3330,94.29,62.79
1602,36.02091229,353.00,69.27,3330,94.29,62.79
1604,36.02091229,353.00,69.27,3330,94.17,63.93
1606,36.02091229,353.00,69.27,3330,94.17,63.93
1608,36.02091229,353.00,69.27,3330,94.04,64.67
1610,36.02091229,353.00,69.27,3330,94.04,64.67
1612,36.02091229,353.00,69.27,3330,94.04,64.67
1614,36.52021686,357.90,70.23,3353,93.93,65.34
1616,36.52021686,357.90,70.23,3353,93.93,65.34
1618,36.52021686,357.90,70.23,3353,93.93,65.34
1620,36.52021686,357.90,70.23,3353,93.93,65.34
1622,36.52021686,357.90,70.23,3353,93.93,65.34
1624,36.52021686,357.90,70.23,3353,93.74,66.56
1626,36.52021686,357.90,70.23,3353,93.74,66.56
1628,36.52021686,357.90,70.23,3353,93.74,66.56
1630,37.04489449,363.04,71.24,3377,93.65,67.11
1632,37.04489449,363.04,71.24,3377,93.65,67.11
1634,37.04489449,363.04,71.24,3377,93.56,67.75
1636,37.04489449,363.04,71.24,3377,93.56,67.75
1638,37.04489449,363.04,71.24,3377,93.56,67.75
1640,37.04489449,363.04,71.24,3377,93.48,68.4
1642,37.04489449,363.04,71.24,3377,93.48,68.4
1644,37.04489449,363.04,71.24,3377,93.48,68.4
1646,37.57331424,368.22,72.26,3401,93.38,69.01
1648,37.57331424,368.22,72.26,3401,93.38,69.01
1650,37.57331424,368.22,72.26,3401,93.38,69.01
1652,37.57331424,368.22,72.26,3401,93.29,69.76
1654,37.57331424,368.22,72.26,3401,93.29,69.76
1656,38.10547613,373.43,73.28,3425,93.2,70.37
1658,38.10547613,373.43,73.28,3425,93.2,70.37
1660,38.10547613,373.43,73.28,3425,93.2,70.37
1662,38.10547613,373.43,73.28,3425,93.1,70.97
1664,38.10547613,373.43,73.28,3425,93.1,70.97
1666,38.10547613,373.43,73.28,3425,93.03,71.31
1668,38.10547613,373.43,73.28,3425,93.03,71.31
1670,38.10547613,373.43,73.28,3425,93.03,71.31
1672,38.66379069,378.91,74.35,3450,92.94,71.87
1674,38.66379069,378.91,74.35,3450,92.94,71.87
1676,38.66379069,378.91,74.35,3450,92.94,71.87
1678,38.66379069,378.91,74.35,3450,92.86,72.51
1680,38.66379069,378.91,74.35,3450,92.86,72.51
1682,38.66379069,378.91,74.35,3450,92.78,73.08
1684,38.66379069,378.91,74.35,3450,92.78,73.08
1686,38.66379069,378.91,74.35,3450,92.78,73.08
1688,38.66379069,378.91,74.35,3450,92.67,73.9
1692,38.66379069,378.91,74.35,3450,92.67,73.9
1694,38.66379069,378.91,74.35,3450,92.67,73.9
1694,39.22616572,384.42,75.43,3475,92.59,74.53
1698,39.22616572,384.42,75.43,3475,92.59,74.53
1700,39.22616572,384.42,75.43,3475,92.49,75.32
1702,39.22616572,384.42,75.43,3475,92.49,75.32
1704,39.22616572,384.42,75.43,3475,92.49,75.32
1706,39.22616572,384.42,75.43,3475,92.39,76.19
1708,39.22616572,384.42,75.43,3475,92.39,76.19
1710,39.81534309,390.19,76.57,3501,92.3,76.84
1712,39.81534309,390.19,76.57,3501,92.3,76.84
1714,39.81534309,390.19,76.57,3501,92.3,76.84
1716,39.81534309,390.19,76.57,3501,92.24,77.46
1718,39.81534309,390.19,76.57,3501,92.24,77.46
1720,39.81534309,390.19,76.57,3501,92.15,78.31
1722,39.81534309,390.19,76.57,3501,92.15,78.31
1724,39.81534309,390.19,76.57,3501,92.15,78.31
1726,40.40891227,396.01,77.71,3527,92.05,78.98
1728,40.40891227,396.01,77.71,3527,92.05,78.98
1730,40.40891227,396.01,77.71,3527,91.95,79.62
1732,40.40891227,396.01,77.71,3527,91.95,79.62
1734,40.40891227,396.01,77.71,3527,91.95,79.62
1736,40.40891227,396.01,77.71,3527,91.84,80.48
1738,40.40891227,396.01,77.71,3527,91.84,80.48
1740,41.00687325,401.87,78.86,3553,91.72,81.22
1742,41.00687325,401.87,78.86,3553,91.72,81.22
1744,41.00687325,401.87,78.86,3553,91.72,81.22
1746,41.00687325,401.87,78.86,3553,91.62,82.04
1748,41.00687325,401.87,78.86,3553,91.62,82.04
1750,41.00687325,401.87,78.86,3553,91.62,82.04
1752,41.63248116,408.00,80.06,3580,91.54,82.7
1754,41.63248116,408.00,80.06,3580,91.54,82.7
1756,41.63248116,408.00,80.06,3580,91.46,83.51
1758,41.63248116,408.00,80.06,3580,91.46,83.51
1760,41.63248116,408.00,80.06,3580,91.46,83.51
1762,41.63248116,408.00,80.06,3580,91.37,84.31
1764,41.63248116,408.00,80.06,3580,91.37,84.31
1768,42.2628252,414.18,81.27,3607,91.22,85.03
1770,42.2628252,414.18,81.27,3607,91.22,85.03
1770,42.2628252,414.18,81.27,3607,91.22,85.03
1772,42.2628252,414.18,81.27,3607,91.12,85.81
1774,42.2628252,414.18,81.27,3607,91.12,85.81
1778,42.2628252,414.18,81.27,3607,91.12,85.81
1778,42.2628252,414.18,81.27,3607,91.05,86.52
1782,42.2628252,414.18,81.27,3607,91.05,86.52
1784,42.2628252,414.18,81.27,3607,90.97,87.39
1786,42.2628252,414.18,81.27,3607,90.97,87.39
1788,42.2628252,414.18,81.27,3607,90.97,87.39
1790,42.2628252,414.18,81.27,3607,90.89,88.08
1792,42.2628252,414.18,81.27,3607,90.89,88.08
1794,42.92151781,420.63,82.54,3635,90.79,88.83
1796,42.92151781,420.63,82.54,3635,90.79,88.83
1798,42.92151781,420.63,82.54,3635,90.79,88.83
1800,42.92151781,420.63,82.54,3635,90.66,89.59
1802,42.92151781,420.63,82.54,3635,90.66,89.59
1804,42.92151781,420.63,82.54,3635,90.62,90.42
1806,42.92151781,420.63,82.54,3635,90.62,90.42
1808,42.92151781,420.63,82.54,3635,90.62,90.42
1810,43.58530387,427.14,83.82,3663,90.51,91.06
1812,43.58530387,427.14,83.82,3663,90.51,91.06
1814,43.58530387,427.14,83.82,3663,90.51,91.06
1816,43.58530387,427.14,83.82,3663,90.43,91.79
1818,43.58530387,427.14,83.82,3663,90.43,91.79
1820,43.58530387,427.14,83.82,3663,90.34,92.59
1822,43.58530387,427.14,83.82,3663,90.34,92.59
1824,43.58530387,427.14,83.82,3663,90.34,92.59
1826,44.25418339,433.69,85.10,3691,90.23,93.28
1828,44.25418339,433.69,85.10,3691,90.23,93.28
1830,44.95232103,440.53,86.45,3720,90.14,93.92
1834,44.95232103,440.53,86.45,3720,90.14,93.92
1834,44.95232103,440.53,86.45,3720,90.14,93.92
1836,44.95232103,440.53,86.45,3720,90.04,94.84
1840,44.95232103,440.53,86.45,3720,90.04,94.84
1840,44.95232103,440.53,86.45,3720,90.04,94.84
1844,44.95232103,440.53,86.45,3720,89.9,95.8
1846,44.95232103,440.53,86.45,3720,89.9,95.8
1848,44.95232103,440.53,86.45,3720,89.81,96.54
1850,44.95232103,440.53,86.45,3720,89.81,96.54
1852,44.95232103,440.53,86.45,3720,89.81,96.54
1854,45.65592244,447.43,87.80,3749,89.69,97.37
1856,45.65592244,447.43,87.80,3749,89.69,97.37
1858,45.65592244,447.43,87.80,3749,89.69,98.33
1860,45.65592244,447.43,87.80,3749,89.69,98.33
1862,45.65592244,447.43,87.80,3749,89.69,98.33
1864,45.65592244,447.43,87.80,3749,89.53,99.4
1866,45.65592244,447.43,87.80,3749,89.53,99.4
1868,45.65592244,447.43,87.80,3749,89.42,100.35
1870,45.65592244,447.43,87.80,3749,89.42,100.35
1872,45.65592244,447.43,87.80,3749,89.42,100.35
1874,46.38953558,454.62,89.21,3779,89.29,101.04
1876,46.38953558,454.62,89.21,3779,89.29,101.04
1878,46.38953558,454.62,89.21,3779,89.29,101.04
1880,46.38953558,454.62,89.21,3779,89.2,101.7
1882,46.38953558,454.62,89.21,3779,89.2,101.7
1884,46.38953558,454.62,89.21,3779,88.85,102.57
1886,46.38953558,454.62,89.21,3779,88.85,102.57
1888,46.38953558,454.62,89.21,3779,88.93,102.95
1890,46.38953558,454.62,89.21,3779,88.93,102.95
1892,46.38953558,454.62,89.21,3779,88.93,102.95
1894,46.38953558,454.62,89.21,3779,88.9,103.64
1896,46.38953558,454.62,89.21,3779,88.9,103.64
1898,46.38953558,454.62,89.21,3779,88.9,103.64
1900,47.12899581,461.86,90.63,3809,88.84,104.01
1902,47.12899581,461.86,90.63,3809,88.84,104.01
1904,47.12899581,461.86,90.63,3809,88.8,104.35
1906,47.12899581,461.86,90.63,3809,88.8,104.35
1908,47.12899581,461.86,90.63,3809,88.8,104.35
1910,47.12899581,461.86,90.63,3809,88.79,104.66
1912,47.12899581,461.86,90.63,3809,88.79,104.66
1914,47.12899581,461.86,90.63,3809,88.79,104.66
1916,47.12899581,461.86,90.63,3809,88.71,105.11
1918,47.12899581,461.86,90.63,3809,88.71,105.11
1920,47.89924738,469.41,92.11,3840,88.7,105.78
1922,47.89924738,469.41,92.11,3840,88.7,105.78
1924,47.89924738,469.41,92.11,3840,88.7,105.78
1926,47.89924738,469.41,92.11,3840,88.55,106.71
1928,47.89924738,469.41,92.11,3840,88.55,106.71
1930,48.67574234,477.02,93.61,3871,88.42,108.12
1934,48.67574234,477.02,93.61,3871,88.42,108.12
1936,48.67574234,477.02,93.61,3871,88.42,108.12
1938,48.67574234,477.02,93.61,3871,88.28,109.64
1940,48.67574234,477.02,93.61,3871,88.28,109.64
1942,48.67574234,477.02,93.61,3871,88.1,111
1944,48.67574234,477.02,93.61,3871,88.1,111
1946,48.67574234,477.02,93.61,3871,88.1,111
1948,48.67574234,477.02,93.61,3871,88.05,112.35
1950,48.67574234,477.02,93.61,3871,88.05,112.35
1952,48.67574234,477.02,93.61,3871,88.05,112.35
1954,49.48383424,484.94,95.16,3903,87.86,113.97
1956,49.48383424,484.94,95.16,3903,87.86,113.97
1958,49.48383424,484.94,95.16,3903,87.77,114.82
1960,49.48383424,484.94,95.16,3903,87.77,114.82
1962,49.48383424,484.94,95.16,3903,87.77,114.82
1964,49.48383424,484.94,95.16,3903,87.67,115.24
1966,49.48383424,484.94,95.16,3903,87.67,115.24
1968,50.29857882,492.93,96.73,3935,87.38,116.59
1970,50.29857882,492.93,96.73,3935,87.38,116.59
1972,50.29857882,492.93,96.73,3935,87.38,116.59
1974,50.29857882,492.93,96.73,3935,87.31,117.93
1976,50.29857882,492.93,96.73,3935,87.31,117.93
1978,50.29857882,492.93,96.73,3935,87.31,117.93
1980,50.29857882,492.93,96.73,3935,87.26,118.33
1982,50.29857882,492.93,96.73,3935,87.26,118.33
1984,50.29857882,492.93,96.73,3935,87.22,118.46
1986,50.29857882,492.93,96.73,3935,87.22,118.46
1988,50.29857882,492.93,96.73,3935,87.22,118.46
1990,50.29857882,492.93,96.73,3935,87.14,119.07
1994,50.29857882,492.93,96.73,3935,87.14,119.07
1996,51.14575193,501.23,98.36,3968,87.02,120.13
1998,51.14575193,501.23,98.36,3968,87.02,120.13
2000,51.14575193,501.23,98.36,3968,87.02,120.13
2000,52,509.60,100.00,4001,86.95,120.05
2000,52,509.60,100.00,4001,86.95,120.05
2000,52,509.60,100.00,4001,86.88,120.32
2000,52,509.60,100.00,4001,86.88,120.32
2000,52,509.60,100.00,4001,86.88,120.32
2000,52,509.60,100.00,4001,86.81,120.76
2000,52,509.60,100.00,4001,86.81,120.76
2000,52,509.60,100.00,4001,86.81,120.76
2000,52,509.60,100.00,4001,86.77,120.64
2000,52,509.60,100.00,4001,86.77,120.64
2000,52,509.60,100.00,4001,86.75,120.15
2000,52,509.60,100.00,4001,86.75,120.15
2000,52,509.60,100.00,4001,86.75,120.15
2000,52,509.60,100.00,4001,86.72,120.02
2000,52,509.60,100.00,4001,86.72,120.02
2000,52,509.60,100.00,4001,86.66,120.33
2000,52,509.60,100.00,4001,86.66,120.33
2000,52,509.60,100.00,4001,86.66,120.33
2000,52,509.60,100.00,4001,86.61,120.56